time,content
443,"历史上皇后的确有个女儿活着，后来结婚的时候都是招的"
443,"只要我不在就出意外哎说什么好呢"
443,"最毒的是闲飞"
443,"现在知道我有多善良了吧"
443,"善良必须有点锋芒才能保护你想保护的人"
443,"我帮你讨回公道娘娘"
444,"最女人最希望的是男人能够理解自己，可是又有几人能做"
444,"朕忙于政务，没有太多时间保护你，你要学会自保"
444,"善良的女人没有好报，坏女人总会等到真爱"
444,"聪明，但是太善良觉得自己对别人好别人就不会害自己"
444,"会安慰人就不会叫大猪蹄子了"
444,"善良必须有点锋芒才能保护你想保护的人"
445,"可能是这辈子太善良，所以下辈子投胎做知画才那么心机"
445,"纯妃好手段，当真是本宫的心腹"
445,"女人太多皇上对皇后太好了"
445,"纯妃你也不是什么好东西怎么不早点出来帮我"
445,"现在我只想看纯妃嫌妃喜塔腊尔晴什么时候死"
445,"会安慰人就不会叫大猪蹄子了"
446,"不是没心机是不愿放弃善良"
446,"我刷好大了，马上回来"
446,"是拿照相机拍的吗？镜头一点也不稳，晃的人头晕"
446,"皇后娘娘演技太好了，本宫甘拜下风"
446,"怀念高贵妃，高贵妃要是还活着，纯妃的儿子早就死了"
446,"看哭了，皇后演的太好了"
447,"这么善良能活这么久不错了，有的还没活过两集呢"
447,"谁说善良不可以改变这个世界的人啊。"
447,"璎珞就是爱恨分明，并且聪明有智慧，懂得自保"
447,"我马上就把纯妃跟闲妃带来"
447,"皇后这演技出神入化感觉比那些大吼大叫的演法更加真实"
447,"不是没心机是不愿放弃善良"
448,"这剧太荒诞了，死个人都不彻查清楚，就知道互相责备"
448,"现在发现本宫还是委实单纯了些，要不怎会走的如此之早"
448,"皇上:善良归善良，但要有原则，不是任人宰割"
448,"厉害厉害纯妃一点都不纯"
448,"再善良的人都要保护自己，都要有防备心"
448,"纯飞，等着，我这就回来让你飞上天去玩"
449,"那些说高贵妇单纯的不要忘了她害死了皇后的第二个孩子"
449,"全世界都可以说我累了只有你不能你个大猪蹄子"
449,"当了妈才能体会这种心情，仿佛天塌了，真的不想活了"
449,"皇后今生善事做的太多了，所以投胎成了知画害别人"
449,"让纯飞跟她儿子一起被烧死好吗"
449,"这一段最感人"
450,"事实证明想坐稳皇后之位太过善良是做不长久"
450,"皇后我劝你别在善良堕魔吧"
450,"善良没有错，但它不是好人唯一的标准，你还要勇敢智慧"
450,"我好想降为答应啊好想杖80啊。"
450,"纯元为啥做不了皇后要让宜修做，这就是原因"
450,"皇后被身份压的太辛苦"
451,"跟善良有什么关系，璎珞也善良，最主要是不懂保护自己"
451,"一对比，高可爱是真的好，真单纯"
451,"皇后力气好大，秦岚演技真的好棒"
451,"纯妃！本宫劝你善良！你想让本宫来找你吗？！！"
451,"皇上说一句你也是天下子民的妈妈会不会好一点"
451,"导演，本宫想做一个坏人，护住自己的至亲，可以吗？"
452,"璎珞的姐姐和皇后都是纯妃杀的，纯妃是璎珞的大仇人"
452,"看看我多善良"
452,"不要劝我善良了，善良没有好下场"
452,"本宫的格格呢？去抱来给本宫瞧瞧"
452,"人不能太仁慈太善良，不作恶，但得有保护自己的能力"
452,"你们洗干净等着"
453,"纯静好你怎么不去死六阿哥你怎么不去死，璎珞你快回来"
453,"纯妃盒饭热好了赶紧收拾收拾吃吧"
453,"她不善良难道纯妃就不害她了吗？善良没有错"
453,"纯妃我让厨子给你盒饭加个鸡腿快来陪本宫"
453,"大猪蹄子我劝你善良"
453,"本宫的格格呢？去抱来给本宫瞧瞧"
454,"太善良的人都不会有好结果的"
454,"没做过坏事，就是你最大的过错"
454,"纯贵妃我劝你善良"
454,"皇后我会为您报仇纯妃去死"
454,"太善良的人不适合在深宫中生活下去"
454,"哭死宝宝了，演技太棒了"
455,"大猪蹄子来世你做皇后我抽死你！"
455,"是你的善良纵容坏人害了自己的孩子"
455,"可能这就是为什么坏人活的更久吧"
455,"难道我富察·容音一生贤淑就换不来一个孩子吗？"
455,"皇上这么厉害不能派几个人二十四小时守着？"
455,"本宫的演技就是这么强"
456,"由于大猪蹄子太直，已将大猪蹄子踢出群聊"
456,"是因为朕的爱妃太多了"
456,"该善良时善良，该黑化时黑化，只要不害人就行"
456,"那个圈圈是认真的吗"
456,"难道我富察·容音一生贤淑就换不来一个孩子吗？"
456,"本宫的演技就是这么强"
457,"什么猪蹄子,吃猪蹄子吃多了吗？满屏都是猪蹄子，真烦"
457,"这么好的皇后怎么能吃盒饭米其林已定好位置"
457,"纯妃真是没有良心啊，皇后要一个孩子多不容易"
457,"好闺蜜姐姐先热盒饭了连你的一起也热了"
457,"镜头抖得很专业场景的不稳定烘托内心的不稳定"
457,"本宫有美貌心地善良演技炸裂你们永远比不上"
458,"秦岚的演技太棒了聂远也很棒"
458,"若我们是寻常人该有多好"
458,"纯妃，美柚劝你善良，不然会月经失调，再也生不出孩子"
458,"因为你太善良了，而善良注定在后宫生存不下去"
458,"皇后演的太好了，秦岚棒棒哒"
458,"夸高贵妃善良的是什么心态，皇后第二个孩子怎么没的"
459,"生而为人还是要善良的但也要保护好自己不受伤害"
459,"纯肥啥时候死"
459,"皇后也要怪自己，太善良是没用的，没心眼就要玩完"
459,"还是本宫对皇后娘娘好"
459,"善良可以，不能没有防人之心啊"
459,"秦岚的演技太棒了聂远也很棒"
460,"在宫里，善良就不会有好结果，比如纯元皇后"
460,"都是因为你娘们儿太多"
460,"谁还记得晚晚么，他也很好，但他位分不高没孩子"
460,"我饿了盒饭呢我劝我自己善良"
460,"秦岚比孙俪演技强得多"
460,"贵为皇上又如何，连自己的妻儿都保护不了"
461,"皇后为何不告诉皇上上次是高贵妃推的，让皇上多个心眼"
461,"善良的人反而要有手段要聪明才行"
461,"有了孩子才知道当妈妈有多么不容易，理解皇后"
461,"娴妃、纯妃：孩子又有什么错呢，最毒不过妇人心啊……"
461,"给编剧寄刀子不能对皇后好点吗"
461,"宝宝饿了，不开心！盒饭就不用热了，现在就吃吧！！！"
462,"女人不能单纯善良，要善良中带着刀锋"
462,"屏怎么抖得这么厉害，本可爱都看不清了"
462,"不是你坏事做没做的问题，是你男人坏事做多了"
462,"生存最重要啦，活都活不下来，还怎么继续"
462,"说真的，后宫谁幸不幸运都太后才能做主"
462,"我有答案，就是好人不会d有好报"
463,"秦岚和扮演璎珞的演员演的真好，让人动容和痛快"
463,"纯妃，盒饭太好吃了，快来，快来啊"
463,"年轻时候的皇后多好"
463,"演技太好了"
463,"但是你要想好了要斗这次你们可是一个油门踩到底哦"
463,"我劝我善良"
464,"因为这辈子太善良了没有好下场下辈子才让她做知画"
464,"我厉害厉害"
464,"大猪蹄子是什么梗"
464,"我不是人！我不是人！我答应你们一定乖乖领盒饭"
464,"快黑化吧皇后，不要领盒饭，黑化！黑化！"
464,"老娘不要举高高"
465,"秦岚的演技感动人心，太深刻了，路人鼓掌好演技👏"
465,"你们给我洗好芋头等着"
465,"皇后始终活在自己的世界里，拿现在来说就是涉世未深"
465,"皇后我劝你不要太善良"
465,"这件事告诉我们人不能太善良"
465,"老娘不要举高高"
466,"摄像的师傅也看哭了，抖的厉害"
466,"答案就是这该死的世道和人心"
466,"感觉皇后并不是疯了她也意识到孩子是被害死的只是太善"
466,"我劝你善良啊！"
466,"感觉皇后要准备领饭盒"
466,"皇后我劝你不要太善良"
467,"因为大清注定要亡，你生的厉害皇子都要去"
467,"皇后姐姐，善良没错，错就错在你没有保护善良的智慧。"
467,"不敢看了，善良的皇后为何落得如此下场😭"
467,"纯妃你还想吃盒饭？我让你连饭盒都吃不到！"
467,"全剧最善良的人要领盒饭了😭"
467,"感觉皇后并不是疯了她也意识到孩子是被害死的只是太善"
468,"皇后黑化多好"
468,"放开你个大猪蹄子"
468,"魏璎珞就离开一会儿就出了这么大的事"
468,"大猪蹄子你就走开吧。"
468,"因为你是仙女吖结婚生子会触犯天规"
468,"演技太好了"
469,"我去容音你力气太大了，不是我稳住要被你带摔跤了"
469,"我不是东西。刷起来"
469,"你个大猪蹄子，就不能给句痛快话吗！"
469,"我怎么还不出来"
469,"皇后黑化多好"
469,"因为你是仙女吖结婚生子会触犯天规"
470,"看这电视，我告诉你们，一定要心态好，不气不气"
470,"马上杀青了好开心"
470,"跟娴妃相比本宫真是太善良了"
470,"娘娘我来给你报仇"
470,"哈哈哈哈哈原谅我2倍感觉他们在跳舞…太快了"
470,"皇后娘娘等我"
471,"大猪蹄子就是没用"
471,"本宫差点飞起来"
471,"皇上是大猪蹄子￼"
471,"你因为怕被指责没有就我弟"
471,"皇上演技好，因为他不能流泪"
471,"哎可怜的皇后"
472,"大猪蹄子，大猪蹄子，大猪蹄子!!!!!!"
472,"大猪蹄子为什么皇后失去了三个孩子你都不查一下"
472,"如果皇后也跟娴妃一样开启复仇模式就好了"
472,"这点剧情很像绿萍腿出了车祸再也不能跳舞的镜头，好像似啊"
472,"本来看哭了这段抱着跳这是。。。太可爱了"
472,"本宫差点飞起来"
473,"皇上就不能多想想么？怎么可能那么巧？或者调查一下啊"
473,"3个孩子都死了你要我怎么冷静"
473,"好疼的感觉"
473,"凳子演的好"
473,"本宫都挂了几个孩子还会好?"
473,"大猪蹄子不是人"
474,"你个大猪蹄子你以为一切都会好的对皇后那么容易"
474,"失去三个孩子怎么能好"
474,"高贵妃心狠但是没那么深的心机"
474,"没想到朕的皇后这么有劲。唉呀妈呀差点没抱住"
474,"如果皇后生的是个女儿就不会是这样的下场了"
474,"秦岚演技真好"
475,"皇后娘娘真美哭的也美"
475,"不会好的一切都不会好的"
475,"黄桑，你别抱着秦岚甩来甩去了好不"
475,"事实证明，皇后的孩子没有主角光环护体"
475,"皇上为什么不能用爱去暖化皇后？"
475,"我会给你们惊喜"
476,"可他是皇上，他不能把儿女私情看的太重啊"
476,"善良的同时也要学会保护自己"
476,"让我走吧，这个世界太多罪恶"
476,"我怎么可以演这么好"
476,"明玉真的一点用都没有虽然也善良但是没用"
476,"皇后娘娘真美哭的也美"
477,"不会不会好的但遇这事绝对不是说你会好的就可一句揭过"
477,"你个大猪蹄子，压到我了，真是个大猪蹄子，那么重"
477,"这段抖可能是因为摄影老师也很激动"
477,"演技真好，眼泪在眼眶就是不掉下来"
477,"害皇后的人以后也没有好下场"
477,"本宫的演技已经到了巅峰"
478,"纯妃什么时候死纯妃什么时候死纯妃什么时候死纯"
478,"我不是个好东西"
478,"这就是好演员么，看得陪着哭，哭得停不下来"
478,"我娶了一只兔子…"
478,"纯妃我劝你善良，皇后我劝你不要善良"
478,"你这只臭猪蹄子"
479,"错的不是受害者！皇后善良没错，错的是加害于她的人！"
479,"还能怎么好？说的轻巧"
479,"黄桑心也疼，但不能轻易落泪，忍得可辛苦了"
479,"这就是好演员么，看得陪着哭，哭得停不下来"
479,"我娶了一只兔子…"
479,"我不是个好东西"
480,"来来来，一起啃大猪蹄子吧"
480,"这是有多大的委屈，心中有多大的恨，才会这样😭"
480,"明玉也是没啥用一点都不机敏"
480,"皇后你劲儿可真大啊😅"
480,"大猪蹄子演的也可以的👍"
480,"还能怎么好？说的轻巧"
481,"第一次听见喊这么多遍容音"
481,"好痛心多好的一对夫妻心好难过、演技令人动容💔"
481,"纯妃全天下最毒闺蜜"
481,"导演，快把我盒饭热好"
481,"好感人啊，皇后演技很好啊，哭了"
481,"我都快被你勒死了，大猪蹄子"
482,"善良是好，但还要智慧和心机辅助才能长久"
482,"你怎么下的了手啊纯贵妃"
482,"璎珞去野区刷大了？咋还不回来爱上河道野怪了吗"
482,"最厉害的角色，一外出，准出事"
482,"演技太好了！虐得体无完肤！哭掉一包纸巾"
482,"第一次听见喊这么多遍容音"
483,"给我拽个大跟斗这娘们儿手劲真大"
483,"大家劝我善良已经来不及了。劝我领盒饭吧"
483,"心疼死我了，忍不住亲了亲睡在身边的儿子"
483,"本宫不要做皇后，本宫只想做一个母亲"
483,"她的内心已经很强大了，失去两个孩子现在又失去第三个"
483,"我都被感动哭了，太感人了😭"
484,"什么时候能演的坏人死，这样容易让别人误会好人不长久"
484,"我好棒棒呦"
484,"这段演的好皇上抱得及时"
484,"容音等我回来复仇"
484,"太善良的人做不了皇后真的活不下去"
484,"你从来都不懂我，我只是一个母亲啊，只有璎珞懂我"
485,"皇后知道是被人害死的，只是她宁可死也选择善良"
485,"要舌自尽不就好了吗"
485,"璎珞啊要是这个时候你在该多好"
485,"秦兰这段演技太好了"
485,"没有一个太监宫女进去救和守着，怕不是就是为了被砍头"
485,"容音等我回来复仇"
486,"做人就不能善良不能做好人好人没好报坏人活千年"
486,"看我回来不把纯妃给撕碎了"
486,"都怪这个大猪蹄子，后宫收了这么多祸害"
486,"纯妃你马上来陪我了"
486,"都怪这大猪蹄子后宫贵妃太多"
486,"秦兰这段演技太好了"
487,"皇后太善良了，别人失去至亲都是黑化而她自尽"
487,"看得本宫一把鼻涕一把眼泪的。岚姐演技大爆发哈"
487,"失去两个最爱的儿子又失去最爱的女人难免乾隆性情大变"
487,"盒饭在等着本宫，本宫先走一步"
487,"这大猪蹄子好像是个直男"
487,"这段演得是真好"
488,"魏璎珞也是善良的，但她的善良是分人的学魏璎珞就好"
488,"我劝自己善良"
488,"真的心痛到流泪，两人演技都好。泪点"
488,"容音喊的好感动"
488,"皇后为什么生气都不觉得泼妇呢为什么皇后那么美"
488,"纯妃立刻来领盒饭"
489,"生个女儿多好，也不会有人害"
489,"纯妃，大猪蹄子，你们都给我等着"
489,"明玉也太菜了，好歹跟了皇后那么多年，璎珞一走就出事"
489,"秦岚演的太好了😢"
489,"皇上不容易？就两个人了皇上也不会安慰呵呵"
489,"太虐了，看哭😭娘娘璎珞给你报仇"
490,"导演:在后宫你本活不过三集让你活30多集了还想咋"
490,"做一个坏人多好"
490,"皇后很聪明，只是选择了善良，没有黑化，她什么都清楚"
490,"你嘞疼我了大猪蹄子"
490,"自己的肉只有自己知道有多疼"
490,"本宫这样善良，就不适合活在后宫里"
491,"想下自己失去三个孩子，是多掏心裂肺"
491,"看得我哭红了双眼"
491,"这个皇后真的好坏你的妃嫔不多的话都怪你"
491,"那个笑的拉出去斩了，都在这里哭，你笑，"
491,"失去那么多孩子，怎么冷静"
491,"我来给你个锁喉"
492,"你个大猪蹄子敢锁我喉快把爪子拿开"
492,"如果她不是皇后，她只是容音有多好"
492,"大猪蹄子力气好大"
492,"都怪我，再活几集我自己去领盒饭好了。"
492,"锁喉你认真的吗大猪蹄子"
492,"想下自己失去三个孩子，是多掏心裂肺"
493,"拿绳索，大猪蹄子，你以为本宫疯了是吧"
493,"皇后真让人心疼啊！这么善良的女人却如此下场！"
493,"哎哟！找个机灵点的丫头伺候嘛，看的心塞"
493,"等着我会来亲手撕了你们这些青铜"
493,"希望皇后娘娘之后也变得很厉害"
493,"其实乾隆对容音是真爱，但却不是只爱"
494,"泪崩了，皇后太善良，皇宫里生活处处要谨慎"
494,"在母亲心中没有什么比孩子更重要你个大猪蹄子听懂了没"
494,"你个大猪蹄子，我就是嫁给了你，才失去了初心"
494,"我来杠起容璎大旗永不倒"
494,"现实告诉她后宫是不需要善良的"
494,"皇后疯了死了我就可以继承皇后了"
495,"哭了太心疼皇后了多好的一个人"
495,"哇擦，第一次看剧看到有好的皇后"
495,"看到这么多人和我一起被扎心，心里好受多了"
495,"本宫不在你们真热闹"
495,"皇后这不算神智不清吧，顶多是痛不欲生想寻死而已"
495,"你个大猪蹄子，我就是嫁给了你，才失去了初心"
496,"皇后想让皇上说她是容音她是孩子的母亲"
496,"帝后演技都好赞"
496,"她说她什么都不要，一定是活得太憋屈了，内心崩溃了"
496,"哭了太心疼皇后了多好的一个人"
496,"哇擦，第一次看剧看到有好的皇后"
496,"皇后这不算神智不清吧，顶多是痛不欲生想寻死而已"
497,"你个大猪蹄子竟然要绑我"
497,"纯妃别急总会到你的"
497,"皇后身边的都是饭桶每一个聪明的"
497,"叫我容音很开心"
497,"皇后这个角色写得挺好。"
497,"容音，你想好啊"
498,"这么多疑点没有聪明人只有坏人心思缜密"
498,"本宫盒饭都热好了"
498,"璎珞不在就出事身边的宫女没一个有用的"
498,"我不是个好东西"
498,"就不能好好安慰我吗还想绑我你个大猪蹄"
498,"皇后娘娘对不起，我即刻就去找您"
499,"本来女人心就深了，到了后宫，皇后这么善良活不下去啊"
499,"恁娘里个脚我还治不了你拿绳索"
499,"大猪蹄子，好好抱在怀里哭一场就好了，还拿绳子"
499,"朕一生对得起天下，却终究还是负了你呀，容音，这辈子"
499,"有点像热巴的声音，哈哈哈皇后演技太好了"
499,"这么多疑点没有聪明人只有坏人心思缜密"
500,"皇后太善良了，看哭了，好虐"
500,"大猪蹄子你疯了吧，敢绑我"
500,"在后宫身边有个能人该多么重要"
500,"放开我，你这个大猪蹄。"
500,"皇上演的好"
500,"等我回来我一定要收拾纯妃"
501,"秦岚的演技真好，哭的那么真实还那么美"
501,"看得让人流泪了，失去两个孩子，换谁也撑不下去"
501,"最重要的是这是秦岚的原声没有配音"
501,"秦岚演得太好了，我二刷这段"
501,"看的心碎💔要什么善良，这就是一味忍让的下场"
501,"有人知道是纯妃害了七阿哥吗"
502,"都是你这个大猪蹄子没有保护好皇后"
502,"这段演的真心好，演技太厉害了"
502,"冒着生命生下来的孩子，还不是皇上女人太多了"
502,"你个大猪蹄子还敢绑皇后"
502,"皇后是没错的，善良没错，错的是害他的人，"
502,"待会我就把纯妃儿子给咔嚓了"
503,"身为人母这种打击太大了，是我我都感觉活不下去了"
503,"皇后太善良了，没我护着就出事"
503,"你这大猪蹄子不知道护妻怎么对皇后的"
503,"锁喉功认真的吗"
503,"导演多吃吃猪蹄子"
503,"我才出去一天纯妃你给我等着"
504,"刚从失去上个孩子的痛苦中走出来就又受到这么大的打击"
504,"心疼，魏璎珞快点回来你主子被欺负了"
504,"突然发现高贵妃真的好善良"
504,"你从未真正了解过容音"
504,"做了这么多年皇后'身边居然一个顶用的人没有"
504,"哭了哭了哭了……一集看到这里泪崩了！"
505,"皇后皇子身边连贴身保护的人都没有不真实"
505,"你个大猪蹄子竟然绑我"
505,"大猪蹄子你居然还绑我？缨络快来弄死他"
505,"这场大戏拍的好，导演很满意"
505,"纯妃不得有好下场"
505,"突然发现高贵妃真的好善良"
506,"你们在怎么生气也没用，真实历史纯皇后了解一下"
506,"纯妃你等着我给你千刀万剐害我皇后姐姐"
506,"一个女人失去三个孩子，这是多大的打击啊。"
506,"皇上心盲，这很明显有问题怎么不查？"
506,"身为人母，需保护好自己的孩子"
506,"敲晕不就得了还给我绑起来"
507,"这场戏真的太好了好虐"
507,"大猪蹄子让人流泪"
507,"以为善良便会拥有，看来是错了"
507,"大猪蹄子还想绑我"
507,"心疼皇上，聂远老师演技太好"
507,"纯妃你等着我给你千刀万剐害我皇后姐姐"
508,"善良注定没有好结果"
508,"皇上就是个大猪蹄子，本宫劝纯妃善良"
508,"看的心好疼"
508,"对一个女人来说这是多大的打击啊"
508,"不长记性让刚出生孩子自己在一个屋，"
508,"这场戏真的太好了好虐"
509,"皇后你怎么被绑成大猪蹄子了"
509,"皇上就是个大猪蹄子竟然绑了我们家容音"
509,"母亲往往比父亲更伟大一些，皇上居然一滴眼泪都没有流"
509,"现在才知道老娘有多善良单纯了吧"
509,"你个大猪蹄子，敢绑我皇后"
509,"看的心好疼"
510,"抱着刚满月的可爱的儿子看这里，真的很能体会皇后的心情，心头肉"
510,"你个大猪蹄子竟然敢绑本宫"
510,"大猪蹄子你等着璎珞收拾你"
510,"大猪蹄子赶紧给我松开！吃了熊心豹子胆了吗"
510,"女人要有多强大？"
510,"皇后你怎么被绑成大猪蹄子了"
511,"大猪蹄子我劝你善良"
511,"来来来排好队，一个一个来给我吃大嘴巴子，我就好这口"
511,"谁说我大猪蹄子托出去斩了"
511,"大猪蹄子你敢绑我"
511,"为什么晚上看，哭肿眼。第一次追剧这么哭，演技太好了"
511,"大猪蹄子你等着璎珞收拾你"
512,"都是那个该死的纯贵妃害死了容音的儿子"
512,"镜头随主人公内心晃动是一种拍摄手法拍的很好啊"
512,"这么善良的人，最后得到了什么？好人没好报"
512,"一个母亲失去孩子最真实的表现"
512,"大猪蹄子你敢绑本宫"
512,"秦岚演的真好"
513,"乾隆你为什么要装你把下人赶走自己坐在那哭有用么"
513,"古时候的女人真的活的很辛苦"
513,"这个镜头哭死，然后想想花絮这段俩人逗着玩又好了"
513,"一切我都算计好了"
513,"一个母亲失去孩子最真实的表现"
513,"这么善良的人，最后得到了什么？好人没好报"
514,"大猪蹄子你把我容音小天使放开，你不想活了吗"
514,"皇上不绑皇后就要自尽了好嘛看不懂剧情"
514,"这段演技真的棒的无以言表啊哎代入感强极了"
514,"乾隆你个大猪蹄子"
514,"大猪蹄子你能不能把本宫绑的舒服点"
514,"好扎心啊心疼皇后"
515,"不做你的皇后她会活的很开心"
515,"大半夜看到哭到停不下来"
515,"真想弄死纯妃和他儿子全都给我死"
515,"你居然绑皇后，你根本就不爱她！！！大猪蹄子！！！！"
515,"三个孩子的失去，皇后已经够坚强了"
515,"好扎心啊心疼皇后"
516,"好人没有好报，皇后演技真的很好，喜欢皇后的演技"
516,"大猪蹄子你要完了"
516,"绑着好可爱可爱又心疼"
516,"大猪蹄子你等着"
516,"这俩戏骨在飙戏啊感动过瘾"
516,"娘娘我会穷尽一生为你报仇"
517,"事实证明人不能太善良，好人没好报是真的"
517,"妻子又如何，你个大猪蹄子不照样宠幸别的女人"
517,"前俩个孩子被人害死，第三个还不精心点？心真大"
517,"原来本宫才是善良之人"
517,"这俩戏骨在飙戏啊感动过瘾"
517,"娘娘我会穷尽一生为你报仇"
518,"滚啊大猪蹄子连儿砸都护不住脖子上那颗卤蛋长来干嘛的"
518,"一入皇宫深似海，从此单纯是路人！"
518,"高贵妃:如今尔等可知本宫是多么单纯善良了吧"
518,"大猪蹄子我不想听这句话"
518,"皇上就没有想过为什么。为什么皇后的孩子总是会有意外"
518,"他奶奶的，正宫皇后之子继承大统有什么错，嫉妒什么！"
519,"大猪蹄子多情不专情啊"
519,"刷完剧再倒回来看，发现皇上一直是个专情的人啊"
519,"可是你确让害妻子的人逍遥快活"
519,"我不听我不听，我只想做一个好母亲，不想当你的皇后"
519,"演的太好了太好了。入戏了。哭得泣不成声"
519,"一入皇宫深似海，从此单纯是路人！"
520,"我都天天守着儿子，后宫竞争那么大还敢分开睡心大啊"
520,"就不能绑好了让人家躺好一点吗"
520,"皇后那么善良，贤惠，美丽，后宫嫔妃还要害她"
520,"我活这么大不容易啊其实"
520,"说高贵妃善良的怕是忘了第二个孩子怎么死的了吧"
520,"我劝我善良"
521,"大猪蹄子可以和纯妃尔晴一起去了【微笑脸】"
521,"我什么时候领盒饭，好急"
521,"如果他不宠幸纯妃，或许就不会有这种结果，大猪蹄子"
521,"纯妃，本宫把盒饭给你热好了。"
521,"就知道皇后皇后，怎么不说因为自己是个大猪蹄子"
521,"演的太好了，看的眼泪掉下来"
522,"所以不要太善良善良的人不一定有好结果"
522,"大猪蹄子你还是人嘛"
522,"奉劝大家一定要善良善良是个好东西"
522,"皇后领盒饭本宫也要崛起了，娴妃纯妃你们等着"
522,"秦岚的演技也太好了吧！说哭就哭说停就停融入感情👍"
522,"本宫好心疼"
523,"你根本不是爱她你只是需要一个贤良淑德端庄善良的皇后"
523,"没生过孩子不会知道孩子是妈妈最最珍贵的一切！"
523,"大猪蹄子自己那么善良的妻子保护不了儿子也保护不了"
523,"本宫和你们不一样，本宫要下一世才能黑化"
523,"可容音也是一个母亲，弘历这种丈夫和爹做的不称职"
523,"本宫好心疼"
524,"纯妃把魏璎珞调走，心疼皇后深宫善良的人活不成呀"
524,"皇上要是真心爱她就会想出办法让皇后后半生安稳"
524,"你这几句话真的诛心了好吧，那皇后还是有死的自由"
524,"如果没有皇后这个身份，也许容音这辈子会过得很幸福的"
524,"把皇后弄成大粽子了，你这个大猪蹄子"
524,"皇上果然是大猪蹄子"
525,"还是不要一味善良要学会保护自己保护身边人光善良没用"
525,"皇上大猪蹄子"
525,"做你的妻子就是这个下场，鬼才要当你妻子你个大猪蹄子"
525,"大猪蹄子，你怎么可以绑她"
525,"这种时候说这种话不是在逼死她吗你个大猪蹄子"
525,"纯妃把魏璎珞调走，心疼皇后深宫善良的人活不成呀"
526,"从古至今，男人找太多的女人，家庭都不会和睦！"
526,"我就是要退出，大猪蹄子，不去帮我找真凶，说啥风凉话"
526,"我靠，一连可是失去三个孩子啊要谁谁不疯啊好心疼皇后"
526,"去你的大猪蹄子"
526,"皇后的盒饭加个大猪蹄子"
526,"皇上大猪蹄子"
527,"大猪蹄子，让你招惹来那么多的女人。女人多了坏事就多"
527,"这个时候了还不能好好说句贴心的话吗？"
527,"其实乾隆心里明白所以几个坏女人的儿子长大也没有得重"
527,"大清就是这样亡的聪明的都被害死了"
527,"他是天下的主人，哪有那么多闲功夫"
527,"大猪蹄子放开我！"
528,"皇上这些话说的好绝情一点也不会安慰人吗"
528,"生无可恋，你懂不懂？就是没有活的念头了"
528,"你这个大猪蹄子，等容音不在了你就知道了"
528,"可能是纯妃所为，也是娴妃冥冥中设的计"
528,"皇上啊你行行好吧，别再说这种话刺激皇后了"
528,"臣妾好歹是皇后，岂能让你绑成这幅模样"
529,"身为皇上连自己的孩子都保护不了，容音还是跟璎珞好吧"
529,"你个大猪蹄子，绑成这个鬼样子，本宫好歹还是大清皇后"
529,"纯妃啥时候领盒饭啊，好急"
529,"本宫的盒饭热好没有，本宫饿了"
529,"皇后演的真好，好感动，好真实"
529,"你这个大猪蹄子，等容音不在了你就知道了"
530,"陷害一个皇后似乎很简单，那么多侍卫丫鬟呢"
530,"果然要想在后宫生存就要黑化不能太善良"
530,"这个时候说这些真的好吗大猪蹄子"
530,"你这个大猪蹄子你这样绑我了我还要不要面子"
530,"皇后有什么错那么温柔把编剧拖出去斩了"
530,"呵，你个大猪蹄子"
531,"没想到看于正的片居然看哭了！秦岚演技不错！"
531,"我去，大猪蹄子我劝你善良"
531,"皇上不是很聪明吗？他就想不到是别的妃子害死的儿子吗"
531,"大猪蹄子，不管是清蒸还是红烧我都不吃"
531,"纯贵妃我劝你善良"
531,"陷害一个皇后似乎很简单，那么多侍卫丫鬟呢"
532,"要保护好一个皇子表面就不能太过宠他"
532,"纯妃，你怎么变了，香蜜里面的你不是一样的贤良淑德吗"
532,"麻烦把饭盒热一热给纯妃好吧🙂"
532,"后宫的妃子没一个好东西"
532,"这种地方就没有善良，人善被人欺，皇后自己想不明白"
532,"你这个大猪蹄子快放开我"
533,"在后宫可以善良但不能过于善良，不懂防备就会害人害己"
533,"大猪蹄子，泥奏凯！！！！有你这么安慰人的嘛"
533,"大猪蹄子就不能好好安慰一下吗？谁受了刺激能这么快好"
533,"大猪蹄子，给本宫滚"
533,"皇后就是太善良，好友的背叛，尔情的背叛，看了让人气"
533,"皇上这个大猪蹄子"
534,"大猪蹄子是皇上好吗你们能不能别用现代的思维去看"
534,"都怪我不在你身边，不然不会让这个大猪蹄子欺负你的。"
534,"其实皇上更无奈，手里有多大的权利就要承受多大的责任"
534,"你这个大猪蹄子。都这个时候了。就不能讲两句人话吗"
534,"就不能说点软话啊，好话不会好好说"
534,"我富察容音一生没有做过一件坏事，为何会落得如此下场"
535,"闲妃和纯妃你们俩等着，有好果子吃"
535,"你们都给我等着，一个一个来，排好队等我开好挂找你们"
535,"古代是一夫一妻多妾，正室才叫妻，其他都是妾"
535,"大猪蹄子你放开我"
535,"他爹眼光真好，选了一个这么好的皇后"
535,"就不能说点软话啊，好话不会好好说"
536,"皇后不适合这种激将法啊大猪蹄子哪壶不开提哪壶"
536,"大猪蹄子敢绑我"
536,"她以为害了皇后她的儿子就能即位，她就能当太后！可笑"
536,"大猪蹄子你既然敢绑我"
536,"生四胞胎多好啊害一个还有三个"
536,"你就是个大猪蹄子"
537,"善良的人为什么没有好下场，期待璎珞的复仇"
